100	6191
103	2577
103	5763
103	7157
104	3465
104	5759
104	7554
104	9479
104	10808
105	4332
105	5090
106	19
106	1678
106	2023
106	4855
106	5053
106	8836
106	10159
106	11467
107	1439
107	1718
107	2075
107	4000
107	6973
107	7885
107	8081
107	8870
108	4308
108	4460
108	5612
108	6135
108	8237
108	8830
108	9084
108	9353
108	9511
108	12116
109	588
109	2230
109	3642
109	7270
109	7826
109	7926
109	8427
109	9984
109	10192
110	154
110	163
110	1434
110	2099
110	2419
110	3695
110	4116
110	5847
110	6869
110	7291
110	8917
110	9388
110	9463
110	10086
110	10118
110	10750
110	11161
110	11188
110	11755
111	516
111	704
111	1132
111	1137
111	1260
111	1501
111	3286
111	3347
111	4263
111	4697
111	4954
111	6535
111	6658
111	8424
111	9153
111	9384
111	9847
111	10177
111	12310
111	12364
112	49
112	236
112	524
112	610
112	673
112	747
112	2104
112	2233
112	2330
112	3819
112	4824
112	5077
112	5274
112	6100
112	7009
112	7057
112	7374
112	7626
112	7776
112	8331
112	9651
112	9967
112	10044
112	10142
112	10227
112	10324
112	10560
112	10592
112	10860
112	11075
112	11149
112	11842
112	12022
112	12354
112	12426
113	106
113	677
113	1030
113	1453
113	1602
113	1716
113	1763
113	1934
113	2179
113	3095
113	3402
113	3535
113	4603
113	5781
113	5866
113	6197
113	6357
113	6593
113	6815
113	7309
113	7552
113	7855
113	7875
113	7905
113	8302
113	8457
113	9258
113	9338
113	10353
113	10435
113	10462
113	10512
113	10525
113	10755
113	11018
113	11060
113	11224
113	11337
113	11564
113	12097
113	12121
113	12240
114	204
114	260
114	464
114	848
114	1038
114	1401
114	1626
114	2193
114	2533
114	2643
114	3229
114	4071
114	4244
114	4752
114	4772
114	5553
114	5603
114	5993
114	6052
114	6307
114	6425
114	6614
114	7203
114	7286
114	7419
114	7989
114	8358
114	8770
114	8810
114	9378
114	9686
114	10603
114	10655
114	10748
114	11045
114	11523
114	11933
114	11945
114	12360
115	29
115	37
115	258
115	284
115	342
115	459
115	505
115	515
115	687
115	930
115	1020
115	1304
115	1492
115	1596
115	1758
115	2199
115	2255
115	2478
115	2674
115	3428
115	3475
115	4185
115	4287
115	4535
115	6079
115	7066
115	7117
115	7549
115	8084
115	8578
115	8644
115	8860
115	8866
115	8970
115	8981
115	9317
115	9381
115	9500
115	9997
115	10277
115	10297
115	10513
115	10752
115	10790
115	11088
115	11510
115	11900
115	12328
115	12341
115	12470
116	312
116	466
116	490
116	510
116	616
116	705
116	1150
116	1249
116	1497
116	1570
116	1661
116	2354
116	2591
116	2604
116	2650
116	3124
116	3215
116	3330
116	3411
116	3453
116	3538
116	3587
116	3753
116	3761
116	3842
116	3875
116	3944
116	4056
116	4105
116	4216
116	4236
116	4681
116	4723
116	4781
116	5061
116	5262
116	5311
116	5414
116	5424
116	5718
116	5720
116	5726
116	5758
116	5789
116	6148
116	6642
116	6657
116	6737
116	6942
116	6978
116	7100
116	7133
116	7503
116	7597
116	7635
116	7687
116	7897
116	8539
116	8671
116	8803
116	8825
116	8912
116	9064
116	9093
116	9155
116	9203
116	9320
116	9382
116	9418
116	9578
116	9783
116	9828
116	9969
116	10373
116	10521
116	11029
116	11099
116	11105
116	11202
116	11628
116	11647
116	11906
116	11998
116	12224
116	12233
116	12248
116	12299
116	12339
117	56
117	108
117	254
117	275
117	410
117	506
117	566
117	836
117	923
117	991
117	1303
117	1585
117	1623
117	1660
117	1881
117	1902
117	2022
117	2095
117	2333
117	2389
117	2457
117	2644
117	2670
117	2713
117	3111
117	3353
117	3542
117	3588
117	3613
117	3681
117	3973
117	4046
117	4064
117	4164
117	4249
117	4290
117	4401
117	4478
117	4560
117	4578
117	4644
117	4683
117	4912
117	5097
117	5135
117	5139
117	5280
117	5351
117	5560
117	5568
117	5645
117	5760
117	5908
117	6211
117	6265
117	6315
117	6447
117	6490
117	6513
117	7053
117	7069
117	7230
117	7756
117	7793
117	7808
117	7985
117	8396
117	8425
117	8983
117	9060
117	9077
117	9345
117	10296
117	10434
117	10716
117	10774
117	11085
117	11163
117	11226
117	11236
117	11333
117	11341
117	11403
117	11434
117	11653
117	11712
117	11865
117	11921
117	11983
117	12001
117	12092
118	39
118	202
118	498
118	509
118	572
118	633
118	1051
118	1277
118	1278
118	1446
118	1798
118	1875
118	1995
118	2161
118	2413
118	2623
118	3085
118	3134
118	3295
118	3395
118	3503
118	3507
118	3639
118	3669
118	3826
118	4041
118	4312
118	4462
118	4508
118	4649
118	4729
118	4731
118	4845
118	4951
118	5044
118	5264
118	5562
118	5627
118	5704
118	5895
118	6005
118	6017
118	6398
118	6462
118	6770
118	6829
118	7113
118	7371
118	7438
118	7447
118	7697
118	7778
118	7813
118	7896
118	7911
118	7918
118	7929
118	8086
118	8270
118	8307
118	8343
118	8389
118	8676
118	8710
118	8772
118	9082
118	9123
118	9223
118	9473
118	9518
118	9559
118	9703
118	9790
118	9898
118	9961
118	10011
118	10161
118	10262
118	10360
118	10438
118	10520
118	10548
118	10562
118	10612
118	10713
118	10970
118	11228
118	11502
118	11667
118	12054
118	12099
118	12250
118	12273
118	12281
118	12370
118	12376
118	12433
119	261
119	364
119	627
119	730
119	997
119	1084
119	1236
119	1261
119	1355
119	1420
119	1467
119	1505
119	1740
119	1863
119	1917
119	1951
119	1981
119	2096
119	2200
119	2380
119	2464
119	2481
119	2633
119	2705
119	2714
119	2740
119	2757
119	2902
119	2913
119	3030
119	3133
119	3155
119	3183
119	3254
119	3297
119	3381
119	3418
119	3506
119	3524
119	3532
119	3656
119	3752
119	3760
119	3799
119	3907
119	3943
119	4005
119	4042
119	4219
119	4225
119	4428
119	4642
119	4665
119	4807
119	5138
119	5225
119	5486
119	5498
119	5508
119	5522
119	5657
119	5673
119	5762
119	5828
119	5977
119	5992
119	6182
119	6192
119	6222
119	6637
119	6679
119	6702
119	6714
119	7018
119	7124
119	7228
119	7458
119	7807
119	7861
119	7920
119	7969
119	8060
119	8164
119	8438
119	8495
119	8529
119	8719
119	8820
119	8858
119	9022
119	9677
119	9683
119	9831
119	9890
119	10173
119	10321
119	10329
119	10528
119	10744
119	10835
119	10948
119	11010
119	11024
119	11301
119	11392
119	11406
119	11411
119	11420
119	11437
119	11521
119	11581
119	11586
119	11861
119	11987
119	12231
120	145
120	336
120	471
120	580
120	587
120	603
120	605
120	622
120	628
120	661
120	783
120	858
120	884
120	944
120	945
120	970
120	981
120	1048
120	1088
120	1100
120	1123
120	1226
120	1379
120	1392
120	1418
120	1425
120	1447
120	1516
120	1663
120	1755
120	1862
120	2010
120	2396
120	2426
120	2515
120	2553
120	2569
120	2616
120	2735
120	2779
120	2803
120	2853
120	3016
120	3093
120	3147
120	3199
120	3209
120	3247
120	3368
120	3388
120	3528
120	3537
120	3655
120	3662
120	3663
120	3801
120	3802
120	3831
120	3911
120	3959
120	3989
120	4007
120	4119
120	4142
120	4152
120	4204
120	4374
120	4488
120	4518
120	4675
120	4753
120	4812
120	4872
120	4881
120	4887
120	5175
120	5392
120	5453
120	5455
120	5585
120	5681
120	5725
120	5733
120	5761
120	5786
120	5839
120	5956
120	6186
120	6275
120	6578
120	6627
120	6691
120	6741
120	6758
120	6810
120	6924
120	7000
120	7065
120	7105
120	7108
120	7255
120	7297
120	7298
120	7347
120	7428
120	7430
120	7494
120	7754
120	7761
120	7840
120	7872
120	8064
120	8124
120	8225
120	8292
120	8507
120	8562
120	9062
120	9094
120	9200
120	9283
120	9567
120	9591
120	9858
120	9959
120	10071
120	10098
120	10414
120	10550
120	10688
120	10697
120	10817
120	11002
120	11008
120	11019
120	11033
120	11107
120	11126
120	11273
120	11276
120	11435
120	11445
120	11486
120	11701
120	11750
120	11759
120	11772
120	11775
120	11850
120	11976
120	11978
120	12046
120	12139
120	12185
120	12462
121	65
121	71
121	91
121	100
121	146
121	187
121	282
121	356
121	497
121	592
121	608
121	718
121	750
121	936
121	947
121	1011
121	1017
121	1029
121	1092
121	1105
121	1163
121	1172
121	1191
121	1206
121	1218
121	1227
121	1343
121	1364
121	1371
121	1436
121	1666
121	1700
121	1760
121	1829
121	1846
121	2061
121	2079
121	2246
121	2316
121	2403
121	2450
121	2557
121	2617
121	2664
121	2807
121	2861
121	2906
121	2954
121	2973
121	2985
121	2993
121	3128
121	3195
121	3217
121	3281
121	3332
121	3432
121	3444
121	3462
121	3466
121	3516
121	3547
121	3595
121	3793
121	3803
121	3962
121	3971
121	3990
121	4047
121	4067
121	4078
121	4117
121	4129
121	4134
121	4167
121	4171
121	4337
121	4512
121	4733
121	4743
121	4769
121	4878
121	4918
121	5001
121	5075
121	5146
121	5235
121	5507
121	5530
121	5727
121	5752
121	5833
121	6162
121	6303
121	6360
121	6374
121	6391
121	6537
121	6552
121	6616
121	6743
121	6828
121	6925
121	6989
121	7079
121	7163
121	7175
121	7413
121	7536
121	7828
121	7898
121	7907
121	7915
121	8114
121	8123
121	8215
121	8264
121	8306
121	8311
121	8365
121	8437
121	8568
121	8582
121	8743
121	8752
121	8878
121	9041
121	9131
121	9135
121	9151
121	9279
121	9405
121	9550
121	9680
121	9763
121	9826
121	9978
121	10064
121	10242
121	10272
121	10559
121	10795
121	10853
121	10865
121	10931
121	10991
121	11176
121	11182
121	11199
121	11233
121	11254
121	11266
121	11344
121	11405
121	11424
121	11444
121	11587
121	11621
121	11704
121	11705
121	12006
121	12084
121	12186
121	12286
121	12493
122	1
122	42
122	110
122	138
122	269
122	355
122	534
122	552
122	601
122	916
122	952
122	994
122	1310
122	1471
122	1564
122	1573
122	1696
122	1708
122	1746
122	1782
122	1792
122	1825
122	1837
122	1907
122	1967
122	2054
122	2189
122	2467
122	2641
122	2707
122	2737
122	2845
122	2926
122	3054
122	3059
122	3068
122	3161
122	3331
122	3404
122	3598
122	3694
122	3719
122	3727
122	3751
122	3766
122	3797
122	3896
122	3948
122	3996
122	4211
122	4299
122	4400
122	4419
122	4451
122	4506
122	4514
122	4542
122	4622
122	4748
122	4890
122	4914
122	5162
122	5295
122	5518
122	5629
122	5634
122	5665
122	5686
122	5698
122	5884
122	5898
122	6006
122	6033
122	6174
122	6399
122	6458
122	6525
122	6634
122	6645
122	6708
122	6789
122	6830
122	6838
122	6920
122	6960
122	7023
122	7042
122	7060
122	7349
122	7598
122	7622
122	7860
122	7867
122	8097
122	8200
122	8213
122	8268
122	8290
122	8405
122	8460
122	8463
122	8503
122	8887
122	8938
122	8977
122	9219
122	9297
122	9299
122	9373
122	9481
122	9692
122	9850
122	10007
122	10042
122	10148
122	10154
122	10384
122	10416
122	10432
122	10471
122	10477
122	10488
122	10492
122	10679
122	10737
122	10775
122	10935
122	11206
122	11386
122	11387
122	11583
122	11640
122	11792
122	11796
122	12044
122	12141
122	12272
122	12361
122	12409
122	12437
122	12465
123	72
123	74
123	79
123	247
123	273
123	429
123	447
123	549
123	620
123	674
123	692
123	715
123	725
123	748
123	806
123	811
123	845
123	891
123	914
123	956
123	1019
123	1111
123	1183
123	1329
123	1342
123	1383
123	1411
123	1415
123	1499
123	1506
123	1593
123	1645
123	1652
123	1713
123	1771
123	1867
123	1898
123	1954
123	1980
123	2050
123	2092
123	2314
123	2366
123	2477
123	2500
123	2511
123	2542
123	2598
123	2667
123	2677
123	2703
123	2715
123	2800
123	2829
123	2930
123	2980
123	3001
123	3005
123	3101
123	3112
123	3137
123	3144
123	3211
123	3241
123	3370
123	3405
123	3601
123	3667
123	3679
123	3712
123	3876
123	3915
123	3954
123	3961
123	4010
123	4011
123	4158
123	4349
123	4382
123	4415
123	4485
123	4501
123	4523
123	4652
123	4676
123	4708
123	4736
123	4899
123	5050
123	5103
123	5147
123	5158
123	5348
123	5375
123	5394
123	5417
123	5425
123	5439
123	5440
123	5544
123	5583
123	5591
123	5672
123	5913
123	5975
123	6063
123	6188
123	6289
123	6415
123	6478
123	6521
123	6579
123	6652
123	6684
123	6693
123	6762
123	6769
123	6863
123	6983
123	6999
123	7039
123	7093
123	7205
123	7222
123	7265
123	7315
123	7460
123	7539
123	7637
123	7642
123	7739
123	7846
123	7869
123	8030
123	8273
123	8339
123	8407
123	8409
123	8467
123	8484
123	8490
123	8509
123	8586
123	8602
123	8702
123	8738
123	8751
123	8798
123	8813
123	9049
123	9165
123	9255
123	9343
123	9524
123	9645
123	9652
123	9721
123	9735
123	10105
123	10375
123	10415
123	10448
123	10461
123	10557
123	10600
123	10824
123	11048
123	11152
123	11209
123	11230
123	11242
123	11251
123	11336
123	11360
123	11489
123	11518
123	11557
123	11561
123	11563
123	11577
123	11608
123	11648
123	11878
123	11997
123	12011
123	12040
123	12107
123	12335
123	12343
123	12368
124	24
124	58
124	157
124	164
124	193
124	213
124	272
124	308
124	340
124	344
124	375
124	422
124	439
124	443
124	444
124	500
124	719
124	797
124	881
124	886
124	888
124	913
124	951
124	983
124	1007
124	1112
124	1124
124	1166
124	1262
124	1287
124	1339
124	1382
124	1397
124	1426
124	1459
124	1485
124	1541
124	1552
124	1560
124	1576
124	1578
124	1673
124	1695
124	1739
124	1753
124	1830
124	1915
124	2035
124	2082
124	2155
124	2182
124	2215
124	2257
124	2268
124	2281
124	2325
124	2326
124	2342
124	2400
124	2414
124	2417
124	2469
124	2505
124	2512
124	2549
124	2583
124	2612
124	2630
124	2640
124	2738
124	2790
124	2802
124	2819
124	2851
124	2857
124	2933
124	2950
124	3003
124	3014
124	3041
124	3051
124	3181
124	3222
124	3250
124	3268
124	3280
124	3288
124	3289
124	3290
124	3326
124	3344
124	3352
124	3406
124	3425
124	3445
124	3543
124	3552
124	3796
124	3807
124	3834
124	3858
124	3916
124	3922
124	3982
124	4015
124	4240
124	4255
124	4302
124	4305
124	4319
124	4325
124	4353
124	4391
124	4455
124	4482
124	4594
124	4713
124	4722
124	4798
124	4804
124	4851
124	4868
124	4870
124	4965
124	5083
124	5122
124	5161
124	5270
124	5336
124	5356
124	5460
124	5461
124	5500
124	5535
124	5658
124	5666
124	5711
124	5886
124	5939
124	5985
124	6018
124	6094
